id,sample_id,project_id,experiment_id,species_id,species_ids,individual_id,name,description,species,cell_number,root_organ,organ,root_organ_ontology,organ_ontology,organ_note,source_sample_id,library_strategy,library_layout,library_selection,technology_name,technology_company,release_date,sequencer_name,sequencer_company,section_thickness,staining_protocol,RIN,DV200,reference_assembly
182242,SAM000182241,297,302,9606,9606,53343,RHH4772 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382354,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182243,SAM000182242,297,302,9606,9606,53344,RHH4773 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382355,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182244,SAM000182243,297,302,9606,9606,53345,RHH4774 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382356,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182245,SAM000182244,297,302,9606,9606,53346,RHH4775 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382357,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182246,SAM000182245,297,302,9606,9606,53347,RHH4776 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382358,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182247,SAM000182246,297,302,9606,9606,53348,RHH4777 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382359,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182248,SAM000182247,297,302,9606,9606,53349,RHH4778 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382360,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182249,SAM000182248,297,302,9606,9606,53350,RHH4779 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382361,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182250,SAM000182249,297,302,9606,9606,53351,RHH4780 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382362,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182251,SAM000182250,297,302,9606,9606,53352,RHH4781 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382363,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182252,SAM000182251,297,302,9606,9606,53353,RHH4782 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382364,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182253,SAM000182252,297,302,9606,9606,53354,RHH4783 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382365,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182254,SAM000182253,297,302,9606,9606,53355,RHH4784 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382366,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182255,SAM000182254,297,302,9606,9606,53356,RHH4785 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382367,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182256,SAM000182255,297,302,9606,9606,53357,RHH4786 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382368,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182257,SAM000182256,297,302,9606,9606,53358,RHH4787 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382369,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182258,SAM000182257,297,302,9606,9606,53359,RHH4788 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382370,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182259,SAM000182258,297,302,9606,9606,53360,RHH4789 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382371,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182260,SAM000182259,297,302,9606,9606,53361,RHH4790 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382372,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182261,SAM000182260,297,302,9606,9606,53362,RHH4791 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382373,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182262,SAM000182261,297,302,9606,9606,53363,RHH4792 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382374,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182263,SAM000182262,297,302,9606,9606,53364,RHH4793 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382375,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182264,SAM000182263,297,302,9606,9606,53365,RHH4794 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382376,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182265,SAM000182264,297,302,9606,9606,53366,RHH4795 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382377,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182266,SAM000182265,297,302,9606,9606,53367,RHH4796 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382378,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182267,SAM000182266,297,302,9606,9606,53368,RHH4797 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382379,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182268,SAM000182267,297,302,9606,9606,53369,RHH4798 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382380,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182269,SAM000182268,297,302,9606,9606,53370,RHH4799 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382381,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182270,SAM000182269,297,302,9606,9606,53371,RHH4800 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382382,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182271,SAM000182270,297,302,9606,9606,53372,RHH4801 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382383,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182272,SAM000182271,297,302,9606,9606,53373,RHH4802 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382384,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182273,SAM000182272,297,302,9606,9606,53374,RHH4803 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382385,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182274,SAM000182273,297,302,9606,9606,53375,RHH4804 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382386,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182275,SAM000182274,297,302,9606,9606,53376,RHH4805 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382387,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182276,SAM000182275,297,302,9606,9606,53377,RHH4806 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382388,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182277,SAM000182276,297,302,9606,9606,53378,RHH4807 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382389,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182278,SAM000182277,297,302,9606,9606,53379,RHH4808 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382390,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182279,SAM000182278,297,302,9606,9606,53380,RHH4809 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382391,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182280,SAM000182279,297,302,9606,9606,53381,RHH4810 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382392,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182281,SAM000182280,297,302,9606,9606,53382,RHH4811 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382393,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182282,SAM000182281,297,302,9606,9606,53383,RHH4812 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382394,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182283,SAM000182282,297,302,9606,9606,53384,RHH4813 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382395,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182284,SAM000182283,297,302,9606,9606,53385,RHH4814 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382396,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182285,SAM000182284,297,302,9606,9606,53386,RHH4815 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382397,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182286,SAM000182285,297,302,9606,9606,53387,RHH4816 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382398,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182287,SAM000182286,297,302,9606,9606,53388,RHH4817 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382399,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182288,SAM000182287,297,302,9606,9606,53389,RHH4818 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382400,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182289,SAM000182288,297,302,9606,9606,53390,RHH4819 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382401,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182290,SAM000182289,297,302,9606,9606,53391,RHH4820 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382402,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182291,SAM000182290,297,302,9606,9606,53392,RHH4821 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382403,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182292,SAM000182291,297,302,9606,9606,53393,RHH4822 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382404,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182293,SAM000182292,297,302,9606,9606,53394,RHH4823 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382405,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182294,SAM000182293,297,302,9606,9606,53395,RHH4824 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382406,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182295,SAM000182294,297,302,9606,9606,53396,RHH4825 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382407,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182296,SAM000182295,297,302,9606,9606,53397,RHH4826 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382408,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182297,SAM000182296,297,302,9606,9606,53398,RHH4827 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382409,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182298,SAM000182297,297,302,9606,9606,53399,RHH4828 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382410,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182299,SAM000182298,297,302,9606,9606,53400,RHH4829 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382411,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182300,SAM000182299,297,302,9606,9606,53401,RHH4830 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382412,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182301,SAM000182300,297,302,9606,9606,53402,RHH4831 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382413,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182302,SAM000182301,297,302,9606,9606,53403,RHH4832 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382414,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182303,SAM000182302,297,302,9606,9606,53404,RHH4833 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382415,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182304,SAM000182303,297,302,9606,9606,53405,RHH4834 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382416,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182305,SAM000182304,297,302,9606,9606,53406,RHH4835 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382417,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182306,SAM000182305,297,302,9606,9606,53407,RHH4836 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382418,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182307,SAM000182306,297,302,9606,9606,53408,RHH4837 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382419,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182308,SAM000182307,297,302,9606,9606,53409,RHH4838 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382420,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182309,SAM000182308,297,302,9606,9606,53410,RHH4839 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382421,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182310,SAM000182309,297,302,9606,9606,53411,RHH4840 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382422,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182311,SAM000182310,297,302,9606,9606,53412,RHH4841 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382423,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182312,SAM000182311,297,302,9606,9606,53413,RHH4842 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382424,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182313,SAM000182312,297,302,9606,9606,53414,RHH4843 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382425,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182314,SAM000182313,297,302,9606,9606,53415,RHH4844 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382426,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182315,SAM000182314,297,302,9606,9606,53416,RHH4845 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382427,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182316,SAM000182315,297,302,9606,9606,53417,RHH4846 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382428,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182317,SAM000182316,297,302,9606,9606,53418,RHH4847 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382429,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182318,SAM000182317,297,302,9606,9606,53419,RHH4848 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382430,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182319,SAM000182318,297,302,9606,9606,53420,RHH4849 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382431,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182320,SAM000182319,297,302,9606,9606,53421,RHH4850 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382432,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182321,SAM000182320,297,302,9606,9606,53422,RHH4851 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382433,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182322,SAM000182321,297,302,9606,9606,53423,RHH4852 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382434,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182323,SAM000182322,297,302,9606,9606,53424,RHH4853 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382435,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182324,SAM000182323,297,302,9606,9606,53425,RHH4854 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382436,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182325,SAM000182324,297,302,9606,9606,53426,RHH4855 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382437,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182326,SAM000182325,297,302,9606,9606,53427,RHH4856 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382438,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182327,SAM000182326,297,302,9606,9606,53428,RHH4857 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382439,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182328,SAM000182327,297,302,9606,9606,53429,RHH4858 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382440,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182329,SAM000182328,297,302,9606,9606,53430,RHH4859 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382441,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182330,SAM000182329,297,302,9606,9606,53431,RHH4860 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382442,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182331,SAM000182330,297,302,9606,9606,53432,RHH4861 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382443,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182332,SAM000182331,297,302,9606,9606,53433,RHH4862 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382444,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182333,SAM000182332,297,302,9606,9606,53434,RHH4863 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382445,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182334,SAM000182333,297,302,9606,9606,53435,RHH4864 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382446,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182335,SAM000182334,297,302,9606,9606,53436,RHH4865 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382447,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182336,SAM000182335,297,302,9606,9606,53437,RHH4866 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382448,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182337,SAM000182336,297,302,9606,9606,53438,RHH4867 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382449,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182338,SAM000182337,297,302,9606,9606,53439,RHH4868 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382450,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182339,SAM000182338,297,302,9606,9606,53440,RHH4869 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382451,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182340,SAM000182339,297,302,9606,9606,53441,RHH4870 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382452,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182341,SAM000182340,297,302,9606,9606,53442,RHH4871 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382453,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182342,SAM000182341,297,302,9606,9606,53443,RHH4872 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382454,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
