celltype_name	celltype_id	name_type
Glu Neu	CTP0002708	name
GABA NeuB	CTP0002855	name
Fibro	CTP0000885	name
Ery	CTP0003336	name
RGC	CTP0002385	name
Pancreas primordium	CTP0001422	name
Cranium fibroblast	CTP0003156	name
Hindbrain glutamatergic neuroblast	CTP0003444	name
Mixed region neuron	CTP0002633	name
Cajal-Retzius cell	CTP0000268	name
CL:0000695	CTP0000268	ontology
Cajal-Retzius cell	CTP0000268	name
Mixed region GABAergic neuron	CTP0000452	name
Hindbrain glutamatergic neuron	CTP0001967	name
Midbrain glutamatergic neuron	CTP0000967	name
Midbrain glutamatergic neuroblast	CTP0000499	name
forebrain neuroblast	CTP0000269	name
CL:1000042	CTP0000269	ontology
Forebrain neuroblast	CTP0000269	alias
Diencephalon glutamatergic neuron	CTP0001651	name
Olfactory neuron	CTP0003037	name
Hypothalamus neuron	CTP0001063	name
Ventromedial hypothalamus GABAergic neuron	CTP0001512	name
Cortical or hippocampal glutamatergic neuron	CTP0001157	name
Dorsal hindbrain radial glia	CTP0002036	name
Cerebellar granule neuroblasts	CTP0001767	name
Hindbrain neuroblast	CTP0003245	name
Forebrain glutamatergic neuroblast	CTP0001186	name
Forebrain GABAergic neuroblast	CTP0001791	name
Forebrain radial glia	CTP0001802	name
Midbrain radial glia	CTP0003357	name
Mixed region glioblast	CTP0003136	name
Forebrain GABAergic neuron	CTP0001403	name
dopaminergic neuron	CTP0000203	name
CL:0000700	CTP0000203	ontology
Dopaminergic neuron	CTP0000203	alias
Hindbrain glioblast	CTP0003045	name
Cortical glutamatergic neuron	CTP0003341	name
Cortical intermediate progenitor	CTP0003115	name
Notochord	CTP0001674	name
Lateral-ventral cortex	CTP0002941	name
Cortex_L6	CTP0003451	name
Cortical amygdalar area	CTP0002457	name
Stratum oriens of CA1	CTP0000999	name
Dentate gyrus	CTP0003222	name
Molecular layer of dentate gyrus	CTP0001857	name
Posterior amygdalar nucleus	CTP0003458	name
Cortex_L4	CTP0000902	name
Subiculum	CTP0002074	name
Cortex-L2/3	CTP0002267	name
CA1	CTP0001088	name
Cortex_L5	CTP0001417	name
Thalamus	CTP0001002	name
Fiber tract	CTP0001707	name
Stratum lacunosum/raditum of CA1	CTP0000570	name
Cortex_L1	CTP0000827	name
Substandia nigra/Ventral tegmental area	CTP0002088	name
Testis	CTP0003324	name
MGL2	CTP0002466	name
MEGLU14	CTP0002374	name
MBDOP2	CTP0002746	name
TEGLU21	CTP0002665	name
HBGLU9	CTP0001853	name
EPEN	CTP0002858	name
TEGLU17	CTP0002427	name
TEGLU23	CTP0001419	name
DGGRC2	CTP0001608	name
MEGLU1	CTP0000322	name
TEGLU24	CTP0001266	name
TEINH19	CTP0000419	name
ACTE2	CTP0003107	name
TEGLU7	CTP0002142	name
MEGLU3	CTP0001719	name
ACTE1	CTP0000564	name
TEGLU11	CTP0000974	name
TEGLU3	CTP0003096	name
ACNT2	CTP0000582	name
MEINH2	CTP0000706	name
MEINH8	CTP0001438	name
TEGLU10	CTP0000320	name
ABC	CTP0002061	name
MOL1	CTP0001211	name
TEGLU8	CTP0002205	name
TEGLU6	CTP0001283	name
TEGLU4	CTP0001727	name
VLMC2	CTP0001282	name
TEGLU2	CTP0000935	name
ACNT1	CTP0001644	name
HBGLU7	CTP0001429	name
TEINH1	CTP0001372	name
ACMB	CTP0000597	name
Excitatory	CTP0001343	name
L6a2	CTP0001214	name
L6b	CTP0003169	name
L6a1	CTP0002415	name
L6a	CTP0002580	name
L5b	CTP0000276	name
L2/3	CTP0002866	name
L4	CTP0000654	name
L5a2	CTP0003052	name
L5a	CTP0001547	name
L5	CTP0001455	name
Inhibitory	CTP0001938	name
Pvalb	CTP0001985	name
Sst_Cbln4	CTP0002762	name
Sst_Clstn2	CTP0001491	name
Ndnf	CTP0001539	name
Vip	CTP0002065	name
Sst_Chodl	CTP0003256	name
Sst	CTP0001137	name
Chodl	CTP0001217	name
Sst_Nr2f2	CTP0000710	name
L5a1	CTP0003412	name
L2/3_Syt10	CTP0000486	name
Th	CTP0001173	name
L5_Chrna6	CTP0003207	name
L5b1	CTP0001195	name
L5b2	CTP0001741	name
Sst_Nmbr	CTP0002403	name
H838	CTP0001123	name
H1975	CTP0002477	name
H2228	CTP0002449	name
A549	CTP0001070	name
HCC827	CTP0000421	name
quiescent_stellate	CTP0002417	name
activated_stellate	CTP0002857	name
immune_other	CTP0002791	name
B_cell	CTP0002519	name
gamma	CTP0001557	name
alpha	CTP0002447	name
delta	CTP0000704	name
ductal	CTP0000834	name
beta	CTP0003210	name
t_cell	CTP0003161	name
endothelial	CTP0002284	name
schwann	CTP0001014	name
acinar	CTP0002886	name
mast	CTP0001464	name
epsilon	CTP0000784	name
T_cell	CTP0003161	name
aNSC+TAC+NB	CTP0001521	name
COP	CTP0002298	name
Mural Cell+ Fibroblast	CTP0000581	name
T cell	CTP0000004	name
CL:0000084	CTP0000004	ontology
T Cell	CTP0000004	alias
Mural Cell + Fibroblast	CTP0002422	name
PP	CTP0000365	name
EndothelialCells	CTP0002775	name
Oligodendro1	CTP0000491	name
Sst/Nts	CTP0001312	name
MuralCells	CTP0000481	name
Oligodendro2	CTP0002182	name
Nfix/Htr2c	CTP0002968	name
Oligodend1	CTP0000618	name
Oligodendro3	CTP0001886	name
Oxt	CTP0001239	name
NG2/OPC	CTP0003347	name
Oligodendro4	CTP0002814	name
Th/Slc6a3	CTP0002505	name
Ependymocytes	CTP0000540	name
Pars_Tuber1B	CTP0001971	name
Agrp/Sst	CTP0002641	name
b2_tanycytes1	CTP0000928	name
unassigned(2)	CTP0001396	name
Pars_Tuber1A	CTP0000398	name
Th/Cxcl12	CTP0001613	name
Oligodend2	CTP0001077	name
Ependymocy2	CTP0000743	name
Gm8773/Tac1	CTP0002564	name
PVMMicro	CTP0000756	name
Oligodendro5	CTP0002916	name
Ghrh	CTP0002028	name
a2_tanycytes	CTP0002008	name
Pars_Tuber1C	CTP0002574	name
Agrp/Gm8773	CTP0002792	name
b1_tanycytes	CTP0002920	name
Tanycyte1	CTP0002840	name
Pomc/Ttr	CTP0000463	name
Oligodend3	CTP0002728	name
Ependymocy1	CTP0001380	name
Hdc	CTP0001194	name
Neurons1	CTP0001879	name
Mural_Cells2	CTP0003220	name
Rgs16/Vip	CTP0001969	name
Tanycyte2	CTP0001859	name
Mural_Cells1	CTP0001824	name
Pomc/Anxa2	CTP0001235	name
NG2_OPC2	CTP0002526	name
unassigned(1)	CTP0000548	name
NG2_OPC1	CTP0003119	name
Slc17a6/Trhr	CTP0003042	name
a1_tanycytes1	CTP0000292	name
Oligodendro6	CTP0001940	name
Fam19a2	CTP0002025	name
Neurons6	CTP0000464	name
Nr5a1/Nfib	CTP0000565	name
Neurons5	CTP0000945	name
Nr5a1/Adcyap1	CTP0001302	name
Neurons4	CTP0002390	name
Qrfp	CTP0003030	name
Neurons3	CTP0002240	name
Htr3b	CTP0002178	name
Neurons2	CTP0001947	name
Th/Lef1	CTP0003075	name
ParsTuber2	CTP0001639	name
Parstuber2B	CTP0003078	name
Sst/Unc13c	CTP0002413	name
ParsTuber1	CTP0001734	name
Parstuber2A	CTP0001353	name
Tmem215	CTP0000580	name
Fibroblasts3	CTP0002232	name
Pomc/Glipr1	CTP0003320	name
Fibroblasts2	CTP0001052	name
Kiss1/Tac2	CTP0003025	name
Fibroblasts1	CTP0001820	name
Gpr50	CTP0000588	name
a1_tanycytes2	CTP0003002	name
b2_tanycytes2	CTP0001877	name
PVMs	CTP0003263	name
Rgs16/Dlx1	CTP0002290	name
Rgs16/Slc17a6	CTP0000494	name
Sst/Pthlh	CTP0002485	name
Granule-mature	CTP0003118	name
Granule-immature	CTP0002460	name
GABAergic	CTP0003293	name
Glutamatergic	CTP0001553	name
L5 PT CTX	CTP0000873	name
L5/6 NP CTX	CTP0002123	name
L5 IT CTX	CTP0003135	name
L6 CT CTX	CTP0003395	name
Car3	CTP0003055	name
L6b CTX	CTP0003039	name
L4/5 IT CTX	CTP0002729	name
L6 IT CTX	CTP0002557	name
L2/3 IT CTX	CTP0000366	name
Lamp5	CTP0002882	name
Non-Neuronal	CTP0002973	name
Oligo	CTP0003419	name
Neuroblast_2	CTP0003219	name
L2/3 IT PPP	CTP0000886	name
Astro	CTP0002944	name
VLMC	CTP0002669	name
Micro-PVM	CTP0003429	name
L5/6 IT TPE-ENT	CTP0003203	name
SMC-Peri	CTP0001870	name
L6b/CT ENT	CTP0002378	name
CT SUB	CTP0001825	name
CR	CTP0000720	name
Cck-Tox	CTP0001999	name
Mossy-Adcyap1	CTP0001596	name
Meis2	CTP0000480	name
Mossy-Cyp26b1	CTP0001382	name
Mossy-Klk8	CTP0002360	name
GABA-Cnr1	CTP0002825	name
GABA-Lhx6	CTP0001872	name
L4 RSP-ACA	CTP0002594	name
L2 IT ENTl	CTP0001958	name
L3 IT ENT	CTP0000864	name
L2/3 IT ENTl	CTP0001529	name
CA3	CTP0001075	name
CA1-ProS	CTP0002654	name
SUB-ProS	CTP0001790	name
CA2-IG-FC	CTP0000387	name
DG	CTP0001091	name
L2/3 IT RHP	CTP0001588	name
NP SUB	CTP0001656	name
NP PPP	CTP0002353	name
L5 PPP	CTP0003441	name
L2 IT ENTm	CTP0002951	name
L6 IT ENTl	CTP0001511	name
Radial_Glia-like	CTP0002893	name
OL	CTP0001830	name
PVM	CTP0001050	name
NFOL	CTP0003392	name
Neuroblast_1	CTP0001065	name
nIPC	CTP0002520	name
L2/3 IT	CTP0001453	name
Exc L2-3 LINC00507 DSG3	CTP0000539	name
L5 IT	CTP0002607	name
Exc L5 THEMIS SLC22A18	CTP0001078	name
Inh L3-5 VIP TAC3	CTP0003254	name
Exc L3-5 RORB LNX2	CTP0003442	name
Astro L1-6 FGFR3 PLCG1	CTP0000530	name
Exc L3 LAMP5 CARM1P1	CTP0002674	name
Inh L3-6 PAX6 LINC01497	CTP0003214	name
Exc L2-3 RORB CCDC68	CTP0002297	name
L5/6 NP	CTP0002282	name
Exc L5-6 FEZF2 IFNG-AS1	CTP0001846	name
Inh L1-5 VIP CD27-AS1	CTP0002056	name
Inh L1-6 LAMP5 AARD	CTP0001397	name
Exc L3-5 RORB RPRM	CTP0002765	name
L6 IT	CTP0003260	name
Exc L6 THEMIS SLN	CTP0002725	name
Inh L2-5 PVALB HHIPL1	CTP0001580	name
Exc L6 FEZF2 KLK7	CTP0000915	name
Exc L2-3 RORB PTPN3	CTP0000931	name
VLMC L1-5 PDGFRA COLEC12	CTP0002014	name
Inh L3-5 SST GGTLC3	CTP0000325	name
Exc L3-5 RORB TNNT2	CTP0002430	name
Inh L1-2 SST PRRT4	CTP0000409	name
Inh L1-3 VIP CHRNA2	CTP0003069	name
Inh L1-6 SST NPY	CTP0001409	name
Inh L5-6 PVALB GAPDHP60	CTP0002396	name
L6 CT	CTP0000702	name
Exc L5-6 FEZF2 C9orf135-AS1	CTP0001902	name
Oligo L2-6 OPALIN FTH1P3	CTP0000939	name
Exc L3-5 RORB LINC01202	CTP0001838	name
Exc L2-3 RORB RTKN2	CTP0000536	name
Inh L1-2 VIP HTR3A	CTP0002280	name
Inh L2-5 VIP SOX11	CTP0001799	name
L5 ET	CTP0000713	name
Exc L3-5 FEZF2 LINC01107	CTP0001746	name
Inh L5-6 PVALB FAM150B	CTP0003121	name
Inh L1-2 VIP WNT4	CTP0001591	name
Inh L5-6 VIP COL4A3	CTP0000959	name
Micro L1-6 TYROBP CD74	CTP0000572	name
Exc L6 FEZF2 PROKR2	CTP0002346	name
Exc L6 FEZF2 FFAR4	CTP0002086	name
Inh L2-5 VIP BSPRY	CTP0000845	name
Inh L5-6 SST C4orf26	CTP0002740	name
Exc L6 FEZF2 POGK	CTP0001611	name
Inh L5-6 SST FBN2	CTP0001407	name
Exc L2 LINC00507 GLRA3	CTP0000567	name
Inh L3-5 PVALB ISG20	CTP0002152	name
Exc L5-6 THEMIS TNFAIP6	CTP0003331	name
Inh L2-5 PVALB RPH3AL	CTP0001915	name
Inh L1-5 VIP SMOC1	CTP0003060	name
Exc L6 THEMIS SNTG2	CTP0000467	name
Inh L1-2 PVALB CDK20	CTP0000291	name
Exc L5 FEZF2 RNF144A-AS1	CTP0003251	name
OPC L1-6 PDGFRA COL20A1	CTP0001112	name
Exc L5 FEZF2 PKD2L1	CTP0002483	name
Inh L1 PVALB SST ASIC4	CTP0002474	name
Exc L5-6 FEZF2 FILIP1L	CTP0001263	name
Inh L3-5 SST OR5AH1P	CTP0001657	name
Inh L2-3 SST NMU	CTP0002109	name
Exc L5 THEMIS RGPD6	CTP0002412	name
Inh L1-6 LAMP5 NES	CTP0002448	name
Inh L3-6 VIP ZIM2-AS1	CTP0002801	name
Oligo L3-6 OPALIN ENPP6	CTP0003443	name
Exc L5 FEZF2 NREP-AS1	CTP0000785	name
Inh L1-3 VIP CBLN1	CTP0003321	name
Inh L3-5 VIP IGDCC3	CTP0000746	name
Inh L2 VIP SLC6A16	CTP0000739	name
Inh L1-2 SST CCNJL	CTP0001329	name
Inh L5-6 PVALB MEPE	CTP0001744	name
Inh L5-6 PVALB SST CRHR2	CTP0002273	name
Inh L5-6 SST BEAN1	CTP0001153	name
Inh L1-6 PVALB COL15A1	CTP0003227	name
Inh L3-6 VIP UG0898H09	CTP0003211	name
L6 IT Car3	CTP0000461	name
Exc L5-6 THEMIS SMYD1	CTP0001249	name
Inh L3-5 SST CDH3	CTP0003318	name
Inh L1 PAX6 CHRFAM7A	CTP0002752	name
Exc L5 FEZF2 CSN1S1	CTP0002017	name
Exc L3 THEMIS ENPEP	CTP0000994	name
Exc L5 RORB MED8	CTP0002528	name
Inh L1 SST DEFB108B	CTP0001980	name
Inh L3 PVALB SAMD13	CTP0002281	name
Inh L1 VIP KLHDC8B	CTP0001487	name
Inh L1-3 VIP HSPB6	CTP0003340	name
Inh L1-3 SST FAM20A	CTP0002915	name
Exc L5 THEMIS FGF10	CTP0000286	name
Exc L6 THEMIS LINC00343	CTP0001742	name
Inh L5-6 LAMP5 CRABP1	CTP0002070	name
Inh L1 LAMP5 RAB11FIP1	CTP0000846	name
Inh L5-6 PVALB ZFPM2-AS1	CTP0003044	name
Exc L2 LAMP5 KCNG3	CTP0002568	name
Inh L5 PVALB LRIG3	CTP0002978	name
Inh L1-2 VIP EXPH5	CTP0002416	name
Exc L5-6 FEZF2 SH2D1B	CTP0003292	name
Inh L1-6 LAMP5 CA1	CTP0001456	name
Exc L3-5 FEZF2 ASGR2	CTP0001576	name
Exc L5 THEMIS LINC01116	CTP0000978	name
Oligo L2-6 OPALIN MAP6D1	CTP0000372	name
Exc L2 LINC00507 ATP7B	CTP0000700	name
Exc L3 RORB OTOGL	CTP0002333	name
Inh L1 LAMP5 BMP2	CTP0000937	name
Inh L3-5 VIP HS3ST3A1	CTP0000504	name
Exc L3-5 RORB LAMA4	CTP0002844	name
Endo L2-5 NOSTRIN SRGN	CTP0001452	name
Inh L1-6 VIP SLC7A6OS	CTP0000619	name
Inh L5-6 SST PIK3CD	CTP0002940	name
Inh L1 SST P4HA3	CTP0001798	name
Exc L6 FEZF2 PDYN	CTP0001851	name
Oligo L5-6 OPALIN LDLRAP1	CTP0001107	name
Inh L5-6 SST ISX	CTP0001457	name
Inh L1-2 VIP SCML4	CTP0003338	name
Inh L5 SST RPL35AP11	CTP0001460	name
Inh L1 PAX6 MIR101-1	CTP0001692	name
Inh L2 PAX6 FREM2	CTP0001912	name
Inh L5-6 SST PAWR	CTP0000638	name
Exc L5-6 FEZF2 OR1L8	CTP0000379	name
Exc L5-6 FEZF2 CFTR	CTP0002261	name
Inh L1-2 SST CLIC6	CTP0002531	name
Inh L1-5 VIP LINC01013	CTP0002458	name
Inh L1 LAMP5 PVRL2	CTP0000689	name
Inh L5-6 PVALB KCNIP2	CTP0001201	name
Inh L1-3 VIP FNDC1	CTP0002539	name
Astro L1-6 FGFR3 AQP1	CTP0003046	name
Inh L1 LAMP5 NMBR	CTP0002130	name
Inh L1-2 VIP PTGER3	CTP0002201	name
Inh L6 SST TH	CTP0002112	name
Exc L5-6 FEZF2 LPO	CTP0002937	name
Inh L5-6 SST KLHL1	CTP0000477	name
Exc L5 THEMIS VILL	CTP0003270	name
Inh L1-5 VIP PHLDB3	CTP0000576	name
Inh L2 PVALB FRZB	CTP0002851	name
Inh L5-6 SST DNAJC14	CTP0000415	name
Astro L1 FGFR3 SERPINI2	CTP0001379	name
VIP	CTP0002065	name
Inh L2-5 VIP TOX2	CTP0001752	name
LAMP5	CTP0002882	name
Inh L1 LAMP5 NDNF	CTP0002381	name
Exc L6 FEZF2 FAM95C	CTP0002441	name
Inh L5-6 LAMP5 SFTA3	CTP0002113	name
PVALB	CTP0001985	name
Inh L6 LHX6 GLP1R	CTP0002727	name
L5/6 IT Car3	CTP0003305	name
Exc L6 THEMIS C6orf48	CTP0002336	name
Exc L5-6 THEMIS GPR21	CTP0001434	name
IT	CTP0001271	name
Exc L5-6 THEMIS TMEM233	CTP0000916	name
Non-neuronal	CTP0002973	name
Oligo L4-6 MOBP COL18A1	CTP0001882	name
Exc L6 FEZF2 TBC1D26	CTP0000914	name
Exc L5-6 FEZF2 MYBPHL	CTP0003123	name
Exc L5 RORB SNHG7	CTP0001960	name
Exc L4-5 RORB LINC01474	CTP0003469	name
Inh L1-3 VIP GGH	CTP0001641	name
Inh L1-2 PVALB TAC1	CTP0003092	name
Inh L2-6 VIP VIP	CTP0001459	name
Astro L1 FGFR3 FOS	CTP0002145	name
Exc L6 FEZF2 KRT17	CTP0002386	name
Exc L6 FEZF2 TBCC	CTP0001023	name
Exc L5-6 RORB LINC00320	CTP0002332	name
Inh L1 ADARB2 ADAM33	CTP0003122	name
Exc L5 FEZF2 SCN7A	CTP0001585	name
Inh L1-3 PVALB WFDC2	CTP0001895	name
SST	CTP0001137	name
Inh L3-5 SST MAFB	CTP0000349	name
Inh L1 SST CXCL14	CTP0001056	name
PAX6	CTP0001347	name
Inh L1-3 PAX6 NABP1	CTP0001616	name
Inh L1 PAX6 CA4	CTP0003248	name
Inh L2-4 SST AHR	CTP0002424	name
Inh L1-3 VIP ACHE	CTP0001866	name
Peri L1-6 MUSTN1	CTP0003090	name
Inh L5-6 SST TH	CTP0002650	name
Inh L1-4 VIP CHRNA2	CTP0002222	name
OPC L1-6 MYT1	CTP0002244	name
Exc L3 LINC00507 CTXN3	CTP0001447	name
Inh L1-4 LAMP5 DUSP4	CTP0000862	name
Inh L1-6 VIP RGS16	CTP0001087	name
Inh L2-4 PVALB C8orf4	CTP0000783	name
Inh L1-2 VIP RPL41P3	CTP0002184	name
Exc L3-4 RORB SEMA6D	CTP0003252	name
Astro L1-6 FGFR3 ETNPPL	CTP0001918	name
Oligo L4-6 OPALIN	CTP0002540	name
Exc L4-5 RORB HNRNPA1P46	CTP0001345	name
Exc L4-5 RORB RPL31P31	CTP0000448	name
Exc L3-5 RORB CMAHP	CTP0002285	name
L4 IT	CTP0001424	name
Exc L2-4 RORB GRIK1	CTP0002041	name
Inh L1-3 VIP ZNF322P1	CTP0000489	name
Inh L3-6 PVALB MFI2	CTP0001018	name
Exc L6 FEZF2 SLITRK6	CTP0003309	name
Exc L5 RORB LINC01202	CTP0003343	name
Inh L1-6 LAMP5 CA13	CTP0000810	name
Inh L5-6 PVALB STON2	CTP0001827	name
Exc L6 FEZF2 VWA2	CTP0002338	name
Exc L5-6 FEZF2 ANKRD20A1	CTP0000877	name
Exc L6 THEMIS EGR3	CTP0000936	name
Inh L1-3 VIP CCDC184	CTP0002104	name
Inh L1-5 VIP KCNJ2	CTP0002878	name
Inh L5 PVALB CNTNAP3P2	CTP0002035	name
Endo L2-5 CLDN5	CTP0002071	name
Inh L4-6 SST MTHFD2P6	CTP0001887	name
Exc L4-5 RORB LCN15	CTP0002648	name
Micro L1-6 C1QC	CTP0000328	name
Exc L3 RORB CARTPT	CTP0001029	name
Exc L2-3 LINC00507 RPL9P17	CTP0002686	name
Astro L1 FGFR3 MT1G	CTP0001595	name
Inh L1 PAX6 GRIP2	CTP0001640	name
Inh L6 LAMP5 ANKRD20A11P	CTP0000506	name
Exc L3-4 RORB FOLH1B	CTP0002207	name
Inh L1 ADARB2 DISP2	CTP0002052	name
Exc L3 THEMIS PLA2G7	CTP0002318	name
Inh L1 VIP TNFAIP8L3	CTP0000851	name
Inh L1-2 PAX6 SCGN	CTP0001774	name
Inh L1 VIP PCDH20	CTP0001432	name
Inh L3-4 PVALB HOMER3	CTP0002541	name
Exc L3-5 FEZF2 DCN	CTP0001829	name
Exc L3 LINC00507 PSRC1	CTP0000311	name
Inh L3-6 VIP KCTD13	CTP0001240	name
Exc L3-5 RORB CD24	CTP0000403	name
Inh L1-6 VIP PENK	CTP0002630	name
VLMC L1-3 CYP1B1	CTP0000879	name
Inh L1-3 VIP SSTR1	CTP0002929	name
Inh L3 VIP CBLN1	CTP0001332	name
Inh L5-6 SST ISOC1	CTP0001650	name
Inh L2-4 VIP LGI2	CTP0001729	name
Inh L2-4 VIP DSEL	CTP0002094	name
Inh L1-6 PVALB SCUBE3	CTP0000482	name
Exc L5-6 THEMIS THTPA	CTP0001502	name
Exc L4 RORB CCDC168	CTP0001192	name
Exc L3-4 RORB PRSS12	CTP0001927	name
Inh L6 LAMP5 C1QL2	CTP0002044	name
Exc L5-6 THEMIS IL7R	CTP0003020	name
Exc L6 FEZF2 ETV4	CTP0002649	name
Exc L4-6 RORB HPCA	CTP0001348	name
Exc L5-6 FEZF2 RSAD2	CTP0000553	name
Exc L6 FEZF2 CPZ	CTP0000870	name
Inh L1 LAMP5 GGT8P	CTP0001619	name
Inh L4-5 PVALB TRIM67	CTP0003233	name
Exc L5-6 FEZF2 CABP7	CTP0000297	name
Inh L1 VIP PRSS8	CTP0002811	name
Inh L1 VIP SOX11	CTP0002414	name
Exc L4 RORB BHLHE22	CTP0002475	name
Inh L1-2 VIP PPAPDC1A	CTP0001739	name
Exc L5-6 THEMIS OR1J1	CTP0001594	name
Inh L5-6 SST KLHL14	CTP0001628	name
Exc L3-5 RORB HSPB3	CTP0001561	name
Exc L6 FEZF2 P4HA3	CTP0002368	name
Exc L3-4 RORB RPS3P6	CTP0000722	name
Exc L3-5 LINC00507 SLN	CTP0002319	name
Inh L6 SST NPY	CTP0001549	name
Exc L5 FEZF2 DYRK2	CTP0000903	name
Exc L3-5 THEMIS ELOF1	CTP0002026	name
Exc L3-5 FEZF2 ONECUT1	CTP0003054	name
Inh L1-6 VIP RCN1	CTP0001294	name
Exc L5-6 FEZF2 CYP26B1	CTP0002136	name
Exc L5 FEZF2 MORN2	CTP0001279	name
Exc L3-5 THEMIS UBE2F	CTP0003243	name
Exc L4 RORB CACNG5	CTP0001475	name
Exc L4-5 RORB ASCL1	CTP0000394	name
Exc L4-5 RORB AIM2	CTP0000551	name
