celltype_id	celltype_standard	celltype_ontology	status	def
CTP0000488	Midbrain-hindbrain boundary		author_defined	
CTP0000489	Inh L1-3 VIP ZNF322P1		author_defined	
CTP0000490	Endothelial_Stalk.Flt1.Cdkn1c		author_defined	
CTP0000491	Oligodendro1		author_defined	
CTP0000492	Primitive erythroid lineage-26-4		author_defined	
CTP0000493	Telencephalon interneurons		author_defined	
CTP0000494	Rgs16/Slc17a6		author_defined	
CTP0000495	Diencephalon glutamatergic		author_defined	
CTP0000496	Arx+ neuron		author_defined	
CTP0000497	smooth muscle cell		author_defined	
CTP0000498	Cardiac muscle lineages-34-1		author_defined	
CTP0000499	Midbrain glutamatergic neuroblast		author_defined	
CTP0000500	Neuron.Slc17a6.Rora.Pvalb		author_defined	
CTP0000501	Neuronal intermediate progenitor		author_defined	
CTP0000502	201_L5 IT CTX		author_defined	
CTP0000503	Neuron.Slc17a7.Fezf2-Rxfp1		author_defined	
CTP0000504	Inh L3-5 VIP HS3ST3A1		author_defined	
CTP0000505	dendritic cell/dividing monocyte		author_defined	
CTP0000506	Inh L6 LAMP5 ANKRD20A11P		author_defined	
CTP0000507	gamma cell		author_defined	
CTP0000508	Infiltrating immune		author_defined	
CTP0000509	Connective tissue progenitors-1-4		author_defined	
CTP0000510	Sensory neurons-24		author_defined	
CTP0000511	Basal cell		author_defined	
CTP0000512	Endothelial cell (endothelial to mesenchymal transition)		author_defined	
CTP0000513	nLGE.24.SP8		author_defined	
CTP0000514	Jaw and tooth progenitors-4-10		author_defined	
CTP0000515	EX CA		author_defined	
CTP0000516	mid hindbrain		author_defined	
CTP0000517	75_Sst		author_defined	
CTP0000518	CD34+ progenitor		author_defined	
CTP0000519	Endothelial cells-20		author_defined	
CTP0000520	unknown 1		author_defined	
CTP0000521	myofibroblast		author_defined	
CTP0000522	Neuron.Gad1Gad2.Tcf7l2		author_defined	
CTP0000523	Oligodendrocyte Progenitors-11-4		author_defined	
CTP0000524	Jaw and tooth progenitors-4-4		author_defined	
CTP0000525	retinal bipolar neuron CCA6		author_defined	
CTP0000526	Lens-37-3		author_defined	
CTP0000527	Cholinergic neurons-33-17		author_defined	
CTP0000528	ureteric bud		author_defined	
CTP0000529	Hepatocytes-29-2		author_defined	
CTP0000530	Astro L1-6 FGFR3 PLCG1		author_defined	
CTP0000531	white blood cell/other 2		author_defined	
CTP0000532	tumor T cell		author_defined	
CTP0000533	225_L6 IT CTX		author_defined	
CTP0000534	IN Pvalb+		author_defined	
CTP0000535	Neuron.Gad1Gad2.Adora2a-Pde1c		author_defined	
CTP0000536	Exc L2-3 RORB RTKN2		author_defined	
CTP0000537	White blood cells-31-4		author_defined	
CTP0000538	Neuron.Slc17a7.Syt6-Fos		author_defined	
CTP0000539	Exc L2-3 LINC00507 DSG3		author_defined	
CTP0000540	Ependymocytes		author_defined	
CTP0000541	Endothelial cells-20-13		author_defined	
CTP0000542	256_L5 PT CTX		author_defined	
CTP0000543	193_L4/5 IT CTX		author_defined	
CTP0000544	Neuron.Gad1Gad2.Pax5		author_defined	
CTP0000545	Sensory neurons-24-19		author_defined	
CTP0000546	Chondroctye progenitors-21-4		author_defined	
CTP0000547	156_L2/3 IT ENTl		author_defined	
CTP0000548	unassigned(1)		author_defined	
CTP0000549	Pvalb Gpx3, Pvalb Tacr3		author_defined	
CTP0000550	Spinal cord glutamatergic		author_defined	
CTP0000551	Exc L4-5 RORB AIM2		author_defined	
CTP0000552	Chondrocytes & osteoblasts-2		author_defined	
CTP0000553	Exc L5-6 FEZF2 RSAD2		author_defined	
CTP0000554	Inhibitory neurons-15-17		author_defined	
CTP0000555	Chondrocytes & osteoblasts-2-17		author_defined	
CTP0000556	respiratory ciliated cell		author_defined	
CTP0000557	Optic cup		author_defined	
CTP0000558	L5a Fam5c, L5b Cdh13		author_defined	
CTP0000559	Schwann cell precursor-23-1		author_defined	
CTP0000560	PVALB-expressing interneuron		author_defined	
CTP0000561	Inhibitory interneurons-27-17		author_defined	
CTP0000562	Cavity		author_defined	
CTP0000563	PNS neurons		author_defined	
CTP0000564	ACTE1		author_defined	
CTP0000565	Nr5a1/Nfib		author_defined	
CTP0000566	medial ganglionic eminence/caudal ganglionic eminence inhibitory neurons		author_defined	
CTP0000567	Exc L2 LINC00507 GLRA3		author_defined	
CTP0000568	proliferating neural progenitor cell 5 - vascular smooth muscle cell		author_defined	
CTP0000569	macrophage 4		author_defined	
CTP0000570	Stratum lacunosum/raditum of CA1		author_defined	
CTP0000571	Radial glia-7-2		author_defined	
CTP0000572	Micro L1-6 TYROBP CD74		author_defined	
CTP0000573	glutamatergic neuron of primary visual area, layer 5a and layer 6a		author_defined	
CTP0000574	304_L6b CTX		author_defined	
CTP0000575	Stromal cells-16-10		author_defined	
CTP0000576	Inh L1-5 VIP PHLDB3		author_defined	
CTP0000577	Postmitotic premature neurons-10-19		author_defined	
CTP0000578	dendritic-like cell		author_defined	
CTP0000579	astrocyte		author_defined	
CTP0000580	Tmem215		author_defined	
CTP0000581	Mural Cell+ Fibroblast		author_defined	
CTP0000582	ACNT2		author_defined	
CTP0000583	L5 Hsd11b1, L4 Arf5		author_defined	
CTP0000584	388_Micro-PVM		author_defined	
CTP0000585	delta cell		author_defined	
CTP0000586	Pvalb Rspo2, Pvalb Wt1		author_defined	
CTP0000587	Vip Chat, Vip Cxcl14_Car4		author_defined	
CTP0000588	Gpr50		author_defined	
CTP0000589	ganglionic eminence neural progenitor cell		author_defined	
CTP0000590	kidney interstitial cell 13		author_defined	
CTP0000591	Vip Mybpc1		author_defined	
CTP0000592	IN Pvalb+Gad1+		author_defined	
CTP0000593	Tregs		author_defined	
CTP0000594	Neuron.Gad1Gad2.Lgi2		author_defined	
CTP0000595	Neuron.Gad1Gad2.Sst-Calb2		author_defined	
CTP0000596	248_L5 PT CTX		author_defined	
CTP0000597	ACMB		author_defined	
CTP0000598	Neuron.Slc17a7.Fibcd1-Kitl		author_defined	
CTP0000599	Excitatory neurons-5-25		author_defined	
CTP0000600	Cardiac muscle lineages-34-5		author_defined	
CTP0000601	150_L2 IT ENTm		author_defined	
CTP0000602	Myocytes-13-12		author_defined	
CTP0000603	macrophage 2		author_defined	
CTP0000604	White blood cells-31		author_defined	
CTP0000605	Cardiac muscle lineages-34-4		author_defined	
CTP0000606	Intermediate Mesoderm-3-2		author_defined	
CTP0000607	5_Lamp5 Lhx6		author_defined	
CTP0000608	Myocytes-13-8		author_defined	
CTP0000609	18_Lamp5		author_defined	
CTP0000610	Neuron.Gad1Gad2.Synpr-Nnat		author_defined	
CTP0000611	141_L2/3 IT PAR		author_defined	
CTP0000612	White blood cells-31-9		author_defined	
CTP0000613	Neural Tube-14-13		author_defined	
CTP0000614	Neuron.Slc17a6.Oprk1		author_defined	
CTP0000615	263_L5 PPP		author_defined	
CTP0000616	non-inflammatory macrophage		author_defined	
CTP0000617	unclassified cell		author_defined	
CTP0000618	Oligodend1		author_defined	
CTP0000619	Inh L1-6 VIP SLC7A6OS		author_defined	
CTP0000620	L5b Samd3		author_defined	
CTP0000621	L4 Scnn1a, L4 Arf5		author_defined	
CTP0000622	239_L5 PT CTX		author_defined	
CTP0000623	Neural progenitor cells-9-1		author_defined	
CTP0000624	Sensory neurons-24-5		author_defined	
CTP0000625	275_NP PPP		author_defined	
CTP0000626	astrocyte 14		author_defined	
CTP0000627	myeloid progenitor		author_defined	
CTP0000628	Schwann cell precursor-23-18		author_defined	
CTP0000629	Vip Cxcl14_Car4, Vip Chat		author_defined	
CTP0000630	Neuron.Gad1Gad2.Adora2a-Otof		author_defined	
CTP0000631	Neuron.Slc17a6.Rora.Nrp2		author_defined	
CTP0000632	Mural.Rgs5Acta2.Col3a1		author_defined	
CTP0000633	decidual natural killer cell (dNK3)		author_defined	
CTP0000634	Intermediate Mesoderm-3-19		author_defined	
CTP0000635	Spinal cord glycinergic		author_defined	
CTP0000636	Fetal mesenchymal progenitor		author_defined	
CTP0000637	Neuron.Gad1Gad2.Fibcd1		author_defined	
CTP0000638	Inh L5-6 SST PAWR		author_defined	
CTP0000639	Inhibitory neurons-15-18		author_defined	
CTP0000640	GABA Neu		author_defined	
CTP0000641	Epithelial cells-6-20		author_defined	
CTP0000642	Chondroctye progenitors-21-6		author_defined	
CTP0000643	Inhibitory neurons-15-16		author_defined	
CTP0000644	Stromal cells-16-4		author_defined	
CTP0000645	vein endothelial cell 1		author_defined	
CTP0000646	parietal epithelial cell 3		author_defined	
CTP0000647	fibroblast type 1		author_defined	
CTP0000648	White blood cells-31-8		author_defined	
CTP0000649	101_Sst		author_defined	
CTP0000650	Premature oligodendrocyte-19-16		author_defined	
CTP0000651	Schwann cell precursor-23-12		author_defined	
CTP0000652	Endothelial cells		author_defined	
CTP0000653	Sensory neurons-24-17		author_defined	
CTP0000654	L4		author_defined	
CTP0000655	nLGE.24.CFC1		author_defined	
CTP0000656	Epithelial cells-6-12		author_defined	
CTP0000657	222_L6 IT CTX		author_defined	
CTP0000658	DC1		author_defined	
CTP0000659	Lateral nasal pit		author_defined	
CTP0000660	Myocytes-13-14		author_defined	
CTP0000661	plasma IgM expressing cell		author_defined	
CTP0000662	181_L4 IT CTX		author_defined	
CTP0000663	Neuron.Slc17a7.Nptxr-Ndst4		author_defined	
CTP0000664	Pituitary neuroendocrine		author_defined	
CTP0000665	Neuron.Slc17a6.Rora.C1ql2		author_defined	
CTP0000666	resting basal_P28Adult		author_defined	
CTP0000667	Neuron.Gad1Gad2-Th.Adora2a-Th		author_defined	
CTP0000668	Vascular and leptomeningeal cells		author_defined	
CTP0000669	Endothelial cells-20-16		author_defined	
CTP0000670	Neuron.Gad1Gad2-Th.Trh		author_defined	
CTP0000671	Midbrain		author_defined	
CTP0000672	Inhibitory neuron progenitors-18-6		author_defined	
CTP0000673	Radial glia-7-5		author_defined	
CTP0000674	Myocytes-13-18		author_defined	
CTP0000675	gamma-delta T cell/mucosal invariant T cell		author_defined	
CTP0000676	decidual perivascular cell (dP2)		author_defined	
CTP0000677	Cd4+ T cell		author_defined	
CTP0000678	Anteromedial cerebral pole		author_defined	
CTP0000679	Excitatory neurons		author_defined	
CTP0000680	Cholinergic neurons-33-14		author_defined	
CTP0000681	Neural progenitor cells-9-4		author_defined	
CTP0000682	Notochord cells-30-6		author_defined	
CTP0000683	Vip Chat, Vip Gpc3		author_defined	
CTP0000684	blood vessel cell		author_defined	
CTP0000685	Myocytes-13-11		author_defined	
CTP0000686	103_Sst HPF		author_defined	
CTP0000687	99_Sst		author_defined	
CTP0000688	Granule neurons-28-10		author_defined	
CTP0000689	Inh L1 LAMP5 PVRL2		author_defined	
CTP0000690	transformed epithelial cell		author_defined	
CTP0000691	Gad1Gad2_Htr3a.Cpne5		author_defined	
CTP0000692	Melanocytes-36-9		author_defined	
CTP0000693	Sst Tacstd2, Sst Cbln4		author_defined	
CTP0000694	Head mesenchyme		author_defined	
CTP0000695	Chondrocytes & osteoblasts-2-12		author_defined	
CTP0000696	Gja1.Gfap		author_defined	
CTP0000697	T (gd)		author_defined	
CTP0000698	Neuron.Th.Cbln1		author_defined	
CTP0000699	nMGE.24.LHX8		author_defined	
CTP0000700	Exc L2 LINC00507 ATP7B		author_defined	
CTP0000701	Inhibitory neuron progenitors-18-1		author_defined	
CTP0000702	L6 CT		author_defined	
CTP0000703	Neuron.Slc17a6.Cck		author_defined	
CTP0000704	delta		author_defined	
CTP0000705	Oligodendrocyte.Trf.Cldn11		author_defined	
CTP0000706	MEINH2		author_defined	
CTP0000707	Neuron.Gad1Gad2.Grem		author_defined	
CTP0000708	Oligodendrocyte Progenitors-11-8		author_defined	
CTP0000709	Epithelial cells-6-4		author_defined	
CTP0000710	Sst_Nr2f2		author_defined	
CTP0000711	Connective tissue progenitors-1-3		author_defined	
CTP0000712	L5 Chrna6		author_defined	
CTP0000713	L5 ET		author_defined	
CTP0000714	L2/3 Otof, L2 Ngb		author_defined	
CTP0000715	Vip Cxcl14_Car4, Ndnf Cxcl14		author_defined	
CTP0000716	Intercalated cell		author_defined	
CTP0000717	Chondroctye progenitors-21-1		author_defined	
CTP0000718	Excitatory neurons-5-22		author_defined	
CTP0000719	Neuron.Gad1Gad2.Pvalb-Nefm		author_defined	
CTP0000720	CR		author_defined	
CTP0000721	Radial glia-7-14		author_defined	
CTP0000722	Exc L3-4 RORB RPS3P6		author_defined	
CTP0000723	CD4+ conventional T cell		author_defined	
CTP0000724	Spinal cord inhibitory neurons		author_defined	
CTP0000725	Pancreas exocrine cell		author_defined	
CTP0000726	Arachnoid barrier cells		author_defined	
CTP0000727	137_L3 IT ENTm		author_defined	
CTP0000728	Neuron.Gad1Gad2.Chodl		author_defined	
CTP0000729	Stromal cells-16-11		author_defined	
CTP0000730	SA-b		author_defined	
CTP0000731	Stromal cells		author_defined	
CTP0000732	cortical layer 5-6 excitatory neuron		author_defined	
CTP0000733	Cajal-Retzius		author_defined	
CTP0000734	Neuron.Slc17a7.Bcl6-Fos		author_defined	
CTP0000735	7_Lamp5 Lhx6		author_defined	
CTP0000736	macrophage type 2		author_defined	
CTP0000737	17_Lamp5		author_defined	
CTP0000738	Neuron.Slc17a7.Bcl6-Pvalb		author_defined	
CTP0000739	Inh L2 VIP SLC6A16		author_defined	
CTP0000740	Ependymal cell-32-1		author_defined	
CTP0000741	Cd34, Ndnf Cxcl14		author_defined	
CTP0000742	Mixed region and neurotransmitter		author_defined	
CTP0000743	Ependymocy2		author_defined	
CTP0000744	Sensory neurons-24-2		author_defined	
CTP0000745	fibroblast of cardiac tissue 3		author_defined	
CTP0000746	Inh L3-5 VIP IGDCC3		author_defined	
CTP0000747	unassigned resting T cell		author_defined	
CTP0000748	Neuron.Gad1Gad2-Slc17a8.Synpr-Sncg-Yjefn3		author_defined	
CTP0000749	glomerular visceral epithelial cell 6		author_defined	
CTP0000750	SST-expressing interneuron		author_defined	
CTP0000751	Inhibitory neurons-15-6		author_defined	
CTP0000752	Limb mesenchyme-25-9		author_defined	
CTP0000753	T-helper cell including regulatory T cell population		author_defined	
CTP0000754	Thymus		author_defined	
CTP0000755	Oligodendrocyte.Tfr.Ndrg2		author_defined	
CTP0000756	PVMMicro		author_defined	
CTP0000757	Neuron.Gad1Gad2_Sst.Grm1		author_defined	
CTP0000758	Fetal acinar cell		author_defined	
CTP0000759	Cardiac mesoderm		author_defined	
CTP0000760	Hindbrain neurons		author_defined	
CTP0000761	Cholinergic neurons-33-9		author_defined	
CTP0000762	dividing macrophage		author_defined	
CTP0000763	erythroid cell type 2		author_defined	
CTP0000764	proliferative nephron progenitor 1		author_defined	
CTP0000765	natural killer cell/CD8+ cytotoxic T cell		author_defined	
CTP0000766	Ependymal cell-32-14		author_defined	
CTP0000767	Premature oligodendrocyte-19-7		author_defined	
CTP0000768	pericyte type 2		author_defined	
CTP0000769	naive T cell type 3		author_defined	
CTP0000770	Neural progenitor cells-9-27		author_defined	
CTP0000771	175_IT HATA		author_defined	
CTP0000772	Early mesenchyme-8-15		author_defined	
CTP0000773	Chondrocytes & osteoblasts-2-4		author_defined	
CTP0000774	Endothelial_Stalk.Flt1.Lrg1		author_defined	
CTP0000775	Definitive erythroid lineage-22-7		author_defined	
CTP0000776	Granule neurons-28-12		author_defined	
CTP0000777	CD16-positive natural killer cell (NK CD16+)		author_defined	
CTP0000778	L6b Trh		author_defined	
CTP0000779	338_CA1		author_defined	
CTP0000780	Early mesenchyme-8-11		author_defined	
CTP0000781	306_L6b CTX		author_defined	
CTP0000782	Schwann cell precursor-23-6		author_defined	
CTP0000783	Inh L2-4 PVALB C8orf4		author_defined	
CTP0000784	epsilon		author_defined	
CTP0000785	Exc L5 FEZF2 NREP-AS1		author_defined	
CTP0000786	38_Sncg		author_defined	
CTP0000787	Telencephalon inhibitory interneurons		author_defined	
CTP0000788	activated dendritic cell		author_defined	
CTP0000789	Oligodendrocyte.Trf.Plin3		author_defined	
CTP0000790	Polydendrocyte.Tnr.Pdgfa-Pik3r3		author_defined	
CTP0000791	CB CD34+		author_defined	
CTP0000792	Vip Cxcl14_Car4, Vip Gpc3		author_defined	
CTP0000793	Fetal chondrocyte		author_defined	
CTP0000794	CD4+ naive T cell		author_defined	
CTP0000795	central venous liver sinusoidal endothelial cell		author_defined	
CTP0000796	Excitatory neurons-5-17		author_defined	
